text,label,conceptual_level,note
a mine,GEONOUN,locale,geonouns; case_insensitive; curated
Busia,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Busing,TOPONYM,location,holocaust_camps; case_sensitive; curated
Buttelstedt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Butterworth,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Böhlen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Bāli,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cadiz,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Calw,TOPONYM,location,holocaust_camps; case_sensitive; curated
Camargo,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Camas,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cambridge,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Campinas,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Candelaria,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Canton,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Carlisle,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Carlsbad,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Carmona,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Carolina,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Carrizal,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Carrollton,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cartagena,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cartago,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cary,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cascavel,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Castro,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cellenau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Centenario,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Centerville,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Ceres,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cernay,TOPONYM,location,holocaust_camps; case_sensitive; curated
Chabatz,TOPONYM,location,holocaust_camps; case_sensitive; curated
Cham,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Changle,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Changling,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Changsha,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Changzhi,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Chaoyang,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Charleston,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Charlottengrubbe,TOPONYM,location,holocaust_camps; case_sensitive; curated
Chatham,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Chelmek,TOPONYM,location,holocaust_camps; case_sensitive; curated
Chelmsford,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Chelsea,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cheltenham,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Chemnitz,TOPONYM,location,holocaust_camps; case_sensitive; curated
Cherry Hill,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Chester,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Chesterfield,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Chinatown,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Chino,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Chiquinquirá,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Chita,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Chorabie,TOPONYM,location,holocaust_camps; case_sensitive; curated
Chorzow,TOPONYM,location,holocaust_camps; case_sensitive; curated
Chrastava,TOPONYM,location,holocaust_camps; case_sensitive; curated
Christchurch,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Christianstadt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Chrzanow,TOPONYM,location,holocaust_camps; case_sensitive; curated
Cicero,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cieplice,TOPONYM,location,holocaust_camps; case_sensitive; curated
Cieszyny,TOPONYM,location,holocaust_camps; case_sensitive; curated
Ciudad Bolívar,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Clarksville,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Clayton,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cleveland,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Clifton,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Clinton,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Clovis,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Clus,TOPONYM,location,holocaust_camps; case_sensitive; curated
Coblence,TOPONYM,location,holocaust_camps; case_sensitive; curated
Coburg,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cochem,TOPONYM,location,holocaust_camps; case_sensitive; curated
Cochem Treis,TOPONYM,location,holocaust_camps; case_sensitive; curated
Colchester,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Colditz,TOPONYM,location,holocaust_camps; case_sensitive; curated
Colima,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Colmar,TOPONYM,location,holocaust_camps; case_sensitive; curated
Cologne,TOPONYM,location,holocaust_camps; case_sensitive; curated
Colombo,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Columbia,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Columbus,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Colón,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Comalapa,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Compostela,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Comthurey,TOPONYM,location,holocaust_camps; case_sensitive; curated
Concepción,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Concord,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Concordia,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Condado,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Conde,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Conway,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cordova,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Corinto,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Corona,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Coventry,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Covington,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Crawinkel,TOPONYM,location,holocaust_camps; case_sensitive; curated
Croydon,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Crveni Krst,TOPONYM,location,holocaust_camps; case_sensitive; curated
Cuauhtémoc,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cudahy,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cuenca,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cumberland,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cumbum,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Cypress,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Czechoslovakia,TOPONYM,location,holocaust_camps; case_sensitive; curated
Czechwiece,TOPONYM,location,holocaust_camps; case_sensitive; curated
Czernica,TOPONYM,location,holocaust_camps; case_sensitive; curated
Czwartaki,TOPONYM,location,holocaust_camps; case_sensitive; curated
Cárdenas,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Córdoba,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dabelow,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dachau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dakhla,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dakovo,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dallas,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dalum,TOPONYM,location,holocaust_camps; case_sensitive; curated
Damascus,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Damiao,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dammsmuhle,TOPONYM,location,holocaust_camps; case_sensitive; curated
Danao,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Danica,TOPONYM,location,holocaust_camps; case_sensitive; curated
Danville,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Danzig,TOPONYM,location,holocaust_camps; case_sensitive; curated
Danzigerwerf,TOPONYM,location,holocaust_camps; case_sensitive; curated
Darien,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Darmstadt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dasheng,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dashi,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Date,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Datong,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Daudenzell,TOPONYM,location,holocaust_camps; case_sensitive; curated
Daugavpils,TOPONYM,location,holocaust_camps; case_sensitive; curated
Daura,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dautmergen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Daxing,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Debno,TOPONYM,location,holocaust_camps; case_sensitive; curated
Decatur,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Deer Park,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dengzhou,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Denton,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Deoli,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Depok,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Derby,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dernau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Derry,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Des Moines,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dessau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dickinson,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Die,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dieppe,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dimitrovgrad,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dippoldsau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dixon,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Doberitz,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dolores,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Domanievka,TOPONYM,location,holocaust_camps; case_sensitive; curated
Donau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Donauwiese,TOPONYM,location,holocaust_camps; case_sensitive; curated
Donauworth,TOPONYM,location,holocaust_camps; case_sensitive; curated
Doncaster,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Donetsk,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dongyang,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dora,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dornburg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dornhau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dortmettingen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dortmund,TOPONYM,location,holocaust_camps; case_sensitive; curated
Douglas,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dover,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dresden,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dreutte,TOPONYM,location,holocaust_camps; case_sensitive; curated
Drogen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Drütte,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dublin,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Duderstadt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Duluth,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Duncan,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dundaga,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dundalk,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dundee,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dunedin,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Durach,TOPONYM,location,holocaust_camps; case_sensitive; curated
Durango,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Durham,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Dusseldorf,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dyhernfurth,TOPONYM,location,holocaust_camps; case_sensitive; curated
Dzimianen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Easton,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Eastwood,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Ebelsberg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Ebensee,TOPONYM,location,holocaust_camps; case_sensitive; curated
Eberswalde,TOPONYM,location,holocaust_camps; case_sensitive; curated
Eching,TOPONYM,location,holocaust_camps; case_sensitive; curated
Echterdingen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Edgewater,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Edineti,TOPONYM,location,holocaust_camps; case_sensitive; curated
Edmonton,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Eintrachthutte,TOPONYM,location,holocaust_camps; case_sensitive; curated
Eisenach,TOPONYM,location,holocaust_camps; case_sensitive; curated
Eisenberg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Eisenerz,TOPONYM,location,holocaust_camps; case_sensitive; curated
El Cerrito,TOPONYM,location,ambiguous_cities; case_sensitive; curated
El Dorado,TOPONYM,location,ambiguous_cities; case_sensitive; curated
El Monte,TOPONYM,location,ambiguous_cities; case_sensitive; curated
El Salto,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Elbe,TOPONYM,location,holocaust_camps; case_sensitive; curated
Elbing,TOPONYM,location,holocaust_camps; case_sensitive; curated
Elblag,TOPONYM,location,holocaust_camps; case_sensitive; curated
Eleje,TOPONYM,location,holocaust_camps; case_sensitive; curated
Elgin,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Ellrich,TOPONYM,location,holocaust_camps; case_sensitive; curated
Ellwagen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Ellwangen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Elmhurst,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Elmwood Park,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Elsnig,TOPONYM,location,holocaust_camps; case_sensitive; curated
Elster,TOPONYM,location,holocaust_camps; case_sensitive; curated
Eltham,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Embu,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Emiliano Zapata,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Emmen,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Emmerting,TOPONYM,location,holocaust_camps; case_sensitive; curated
Engerhafe,TOPONYM,location,holocaust_camps; case_sensitive; curated
Englewood,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Ennis,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Enns,TOPONYM,location,holocaust_camps; case_sensitive; curated
Ensingen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Enterprise,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Enz,TOPONYM,location,holocaust_camps; case_sensitive; curated
Epe,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Epping,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Epsom,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Erbendorf,TOPONYM,location,holocaust_camps; case_sensitive; curated
Ereğli,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Erie,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Erlenbush,TOPONYM,location,holocaust_camps; case_sensitive; curated
Ernforst,TOPONYM,location,holocaust_camps; case_sensitive; curated
Ernfort,TOPONYM,location,holocaust_camps; case_sensitive; curated
Ernstthal,TOPONYM,location,holocaust_camps; case_sensitive; curated
Erzingen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Eschelbach,TOPONYM,location,holocaust_camps; case_sensitive; curated
Eschenhausen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Escherhausen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Esmeraldas,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Esperanza,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Essen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Esterwegen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Estonia,TOPONYM,location,holocaust_camps; case_sensitive; curated
Eule,TOPONYM,location,holocaust_camps; case_sensitive; curated
Evans,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Everett,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Fairfield,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Falkenau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Falkenberg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Falkenhagen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Falkensee,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fallersleben,TOPONYM,location,holocaust_camps; case_sensitive; curated
Falstadt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Farbe,TOPONYM,location,holocaust_camps; case_sensitive; curated
Farge,TOPONYM,location,holocaust_camps; case_sensitive; curated
Farmington,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Farīdpur,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Fatehpur,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Fatehābād,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Faulbruk,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fayetteville,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Feicheng,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Feistenau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Feldafing,TOPONYM,location,holocaust_camps; case_sensitive; curated
Feldberg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fengcheng,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Fengping,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Ferndale,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Fidelstedt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Finkenwerder,TOPONYM,location,holocaust_camps; case_sensitive; curated
Finland,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fischbachau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fischen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fischhorn,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fischtenhain,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fitchburg,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Flint,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Floeszberg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Florence,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Florencia,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Florida,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Florisdorf,TOPONYM,location,holocaust_camps; case_sensitive; curated
Flossenburg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fludwigslust,TOPONYM,location,holocaust_camps; case_sensitive; curated
Flöha,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fontana,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Forest Hills,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Forest Lake,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Forest Park,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Formosa,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Forrenbach,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fossoli,TOPONYM,location,holocaust_camps; case_sensitive; curated
Four Corners,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Fracfort,TOPONYM,location,holocaust_camps; case_sensitive; curated
France,TOPONYM,location,holocaust_camps; case_sensitive; curated
Frankenberg,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Frankfort,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Franklin,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Freeport,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Freiberg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Freising,TOPONYM,location,holocaust_camps; case_sensitive; curated
Freitheit,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fremont,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Fresno,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Freudenthal,TOPONYM,location,holocaust_camps; case_sensitive; curated
Friedberg,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Friedolfing,TOPONYM,location,holocaust_camps; case_sensitive; curated
Friedrischaffen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Frieoythe,TOPONYM,location,holocaust_camps; case_sensitive; curated
Frierland,TOPONYM,location,holocaust_camps; case_sensitive; curated
Frommern,TOPONYM,location,holocaust_camps; case_sensitive; curated
Frontera,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Fuji,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Fujioka,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Fullen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fulpmes,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fulsbuttel,TOPONYM,location,holocaust_camps; case_sensitive; curated
Furstengrabe,TOPONYM,location,holocaust_camps; case_sensitive; curated
Furstenwalde,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fussen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fuyang,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Fuyu,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Fuzhou,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Fürstenberg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Fürstenstein,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gabersdorf,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gablingen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gainesville,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Ganacker,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gandersheim,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gangāpur,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Gantang,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Gaofeng,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Gaoliu,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Garden City,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Gardner,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Garmisch,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gassen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gaya,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Gazelle,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gdansk,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gdynia,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gebhardsdorf,TOPONYM,location,holocaust_camps; case_sensitive; curated
Geilenberg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Geisenheim,TOPONYM,location,holocaust_camps; case_sensitive; curated
Geislingen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gelsenkirchen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gendorf,TOPONYM,location,holocaust_camps; case_sensitive; curated
Genshagen,TOPONYM,location,holocaust_camps; case_sensitive; curated
George Town,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Georgetown,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Gerdenau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Germantown,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Germany,TOPONYM,location,holocaust_camps; case_sensitive; curated
Germering,TOPONYM,location,holocaust_camps; case_sensitive; curated
Giebelstadt,TOPONYM,location,holocaust_camps; case_sensitive; curated
Giercze Puste,TOPONYM,location,holocaust_camps; case_sensitive; curated
Giessen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gladstone,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Glassau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Glau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gleina,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gleiwitz,TOPONYM,location,holocaust_camps; case_sensitive; curated
Glendale,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Glene,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gloucester,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Gmund,TOPONYM,location,holocaust_camps; case_sensitive; curated
Goben,TOPONYM,location,holocaust_camps; case_sensitive; curated
Goettingen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Goleszow,TOPONYM,location,holocaust_camps; case_sensitive; curated
Golleschau,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gorakhpur,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Gorlitz,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gornja Reka,TOPONYM,location,holocaust_camps; case_sensitive; curated
Goslar,TOPONYM,location,holocaust_camps; case_sensitive; curated
Graben,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gradiska,TOPONYM,location,holocaust_camps; case_sensitive; curated
Grafenreuth,TOPONYM,location,holocaust_camps; case_sensitive; curated
Granada,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Grand Island,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Granefort,TOPONYM,location,holocaust_camps; case_sensitive; curated
Grasleben,TOPONYM,location,holocaust_camps; case_sensitive; curated
Graslitz,TOPONYM,location,holocaust_camps; case_sensitive; curated
Graudenz,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gravesend,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Great Falls,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Greendorf,TOPONYM,location,holocaust_camps; case_sensitive; curated
Greenfield,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Greenville,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Greenwood,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Grein,TOPONYM,location,holocaust_camps; case_sensitive; curated
Griffith,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Grimolsried,TOPONYM,location,holocaust_camps; case_sensitive; curated
Grimsby,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Grodno,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gross,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gross Rosen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Grossramming,TOPONYM,location,holocaust_camps; case_sensitive; curated
Grosswerther,TOPONYM,location,holocaust_camps; case_sensitive; curated
Grulich,TOPONYM,location,holocaust_camps; case_sensitive; curated
Grunsberg,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gruschwitz,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gröditz,TOPONYM,location,holocaust_camps; case_sensitive; curated
Guadalajara,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Guadalupe,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Guandu,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Guanzhuang,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Guixi,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Gulu,TOPONYM,location,ambiguous_cities; case_sensitive; curated
Gundelsdorf,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gunskirchen,TOPONYM,location,holocaust_camps; case_sensitive; curated
Gunthergrubbe,TOPONYM,location,holocaust_camps; case_sensitive; curated
